Title,Album,Lyrics
帰郷,古くさい恋の唄ばかり,"疲れた時　見る夢は　故郷の夢

家に着いて扉を開けて　そこで目が覚める

幼い頃　庭で遊んだ　犬の夢も見る

若い頃の　父と母に　とても会いたい

今も　あの海は　青く澄んでいるか

オリーブ色の風は　今日も吹いているか

あの橋を渡って　故郷へ帰ろう

君は手を離さずに　僕についてくるかい

子供の頃　夕陽を追って　岬まで行った

帰り道が　遠すぎて　泣いた事がある

今でもまだ　思い出す　家の灯(あかり)の色

疲れた時　故郷の　言葉が聴きたい

今も　あの空は　島の影を写し

鳥たちは白い船を　かすめて飛んでいるか

あの海を渡って　故郷へ帰ろう

君の手を離さずに　ずっと歩いてゆこう

あの橋を渡って　故郷へ帰ろう

君は手を離さずに　僕についてくるかい

あの海を渡って　故郷へ帰ろう

君の手を離さずに　ずっと歩いてゆこう

あの橋を渡って　故郷へ帰ろう

君は手を離さずに　僕についてくるかい"
君を信じて,古くさい恋の唄ばかり,"人は皆　君のことを

駄目な奴と笑うけれど

僕だけは知っている

本当の君のことを

人は皆　君のことを

意気地無しと笑うけれど

僕だけは知っている

君の勇気　君の力

君は今　ほんの少し

迷い道でうろたえてるだけ

君を信じてる

いつか本当の

君に会える　そんな日が来る

君を信じてる　君の笑顔

どんな時でも　君を信じてる"
花咲きぬ,シングル,"思へば桜咲く頃に
この学舎にときめいて
襷の葉陰　樫の根に
書を持て　友と語らひぬ

果てしなく　また束の間の
我が青春の一頁
涙拭ひし恋ありき
友と学びし愛ありき

嗚呼　今　花咲きぬ　いざ歩めやも
我が師　我が友　我が学舎
永遠に　忘れじ

秋には紅葉散る頃に
迷ひし我に教へ給ふ
人の傷み其は我が傷み
優しきことは強きこと

今日巣立ちゆく　この空の
広さに誓ふ　人の世の
悲しみをまた苦しみを
照らす明るき花とならむ

嗚呼　今　夢咲きぬ　いざ進めやも
我が師　我が友　我が学舎
其は心の故郷

嗚呼　今　花咲きぬ　いざ歩めやも
我が師　我が友　我が学舎
永遠に　忘れじ
我が師　我が友　我が学舎
永遠に　忘れじ
"
Birthday,シングル,"幸せをありがとう　ぬくもり届きました
なによりあなたが元気でよかった
宝物をありがとう　思い出届きました
生まれてきてよかった

誕生祝いをありがとう
忘れずにいてくれてありがとう
古い時計が時を刻むように
緩やかに年老いてゆけたらいいなどと
この頃思うようになりました

誕生祝いをありがとう
忘れずにいてくれてありがとう
誰かが私の生まれ日のこと
憶えていてくれると　独りきりではないと
とても勇気が湧いてくるのです

幸せをありがとう　ぬくもり届きました
なによりあなたが元気でよかった
宝物をありがとう　思い出届きました
生まれてきてよかった

やさしい手紙をありがとう
気にかけてくれていてありがとう
下書きの跡が胸に沁みます
こんなわたしの為に　こんなに沢山の
あなたの時間をくれたのですね

心からどうもありがとう
忘れずにいてくれてありがとう
季節の花を少し送ります
あなたのあの笑顔を　飾るには足りないけど
せめて私の心を添えて

幸せをありがとう　ぬくもり届きました
なによりあなたが元気でよかった
宝物をありがとう　思い出届きました
生まれてきてよかった

幸せをありがとう　ぬくもり届きました
なによりあなたが元気でよかった
宝物をありがとう　思い出届きました
生まれてきてよかった
"
夢街道,夢唄,遠すぎる人を 愛し続けるように 追い続けて来た 夢がある 不器用だよねと自分にあきれ乍ら それが少し嬉しい 旅の途中 この夢にがいか しょっぱいか 瓢々と空行く 雲のように ただまっしぐら 駆け抜けてみるさ 夢街道 遥かなり 信じていいのか 道はこれでいいのか 問い続けて来た 夢がある ひとに傷ついて またひとに救われて それが生きることか日はまた昇る この夢叶うかはじけるか 滔々と流れる水のように 海に届かぬ河などないさ 夢街道 一途なり 夢街道 果てしなく 永遠につらぬく 愛のように 道の途中で倒れて悔いなし 夢街道 遥かなり
君は穏やかに春を語れ,夢唄,君はうたぐることなく穏やかに 君の新しい春を語れ 僕は悲しむことなくゆるやかに 僕のなつかしい秋を歌う ふと垣間みた 淡い恋は 君の背中越しの僕の指の隙間の 丁度なだらかな 夢の斜面を 滑るように落ちて行く いま君は春をめぐり 僕は秋をたどる 遠く海の向こうに日が沈む音が聞こえて 少女は大人になる 君はふりむくことなくさわやかに 君の美しい春を歩め 僕は慈しみながら君の背を僕の新しい秋に刻む あの日君の手のストローは 煌めきながら日差しに透けた 丁度初めて咲く口紅の 紅い花の散るあたり いま君は愛を上り 僕は愛を下る 遠く空の彼方にかささぎの羽音聞こえて 少女は大人になる 君は春をめぐり 僕は秋をたどる 遠く海の向こうに日が沈む音が聞こえて 少女は大人になる
夢一色,夢唄,なにものにもとらわれることなく 君は君の空をゆけ わたしは力のすべてをかけて 君の空を護ろう 信じているから 愛する訳ではない 愛しているから 信じる訳でもない 同じ夢を追いかけて同じ場所まで往きたい ただ一度だけの生命 夢一色に染まれ 渡ることの出来ない河ならば わたしを橋にすればいい 暗闇に迷うことがあるなら わたしを燃やせばいい 許しているから 捧げる訳ではない 捧げているから許せる訳でもない 同じ夢を積み上げて同じ高さを生きたい ただ一度だけの恋よ 夢一色に染まれ 同じ夢を追いかけて同じ場所まで往きたい ただ一度だけの生命 夢一色に染まれ
教室のドン・キホーテ,夢唄,今年も卒業の季節になりましたね お元気ですか 忘れ雪の舞う空を見る度あの頃荒れていた自分を思い出す 耐えきれずに羊の群れを飛び出して迷っていた頃 先生から届いた手書きの卒業証書抱きしめて泣いた沈丁花の頃 僕は与えることを知らず ただ求めてばかりいたようだ わけもなく人を傷つけ わけもなく自分も傷つき それが生きることだと あきらめていた 世の中は少しずつの勘違いで成り立っている 噛み合えば愛し合い 噛み合わずに憎み合う そんな風に少しずつわかってきた それはそれで悲しいけれど 去年の夏蝉時雨に背中を押されて先生に 会いにいった時「あの頃の忘れ物を取りに来たか」と言ったね 僕にも気づいたよ今学校はあの頃よりも もっとずっと沢山の悲しい忘れ物に満ちていて自信を失くしてる 「時代はいつも生け贄として弱いものに襲いかかるもの」 つぶやきながらあなたはそれとまだ戦っていた ドン・キホーテのようだよと笑いながら 世の中は善と悪とのすれ違いでできている いい人が罪を犯したり悪い人がいいことをすることも あるということがわかった そう言ったらあなたは泣きながら笑った
煌めいて,夢唄,ときめいてときめいて待っていた 君の笑顔 煌めいて 煌めいて はばたいて時は今 君の夢は 僕の夢 君が切る風の音が聞こえる 夢よもっともっと高く 夢よもっともっと速く 夢よ もっともっと強く 美しく 明日咲く華よ 君の名を憧れと呼ぶよ ひたすらにひたすらに沸きあがる 君の力 輝いて輝いて いつまでも 時は今 君の愛は僕の愛 君が信じた歌が聴こえる 愛よもっともっと高く 愛よもっともっと速く 愛よもっともっと強く 美 夢よもっともっと高く 夢よ もっともっと速く 夢よもっともっと強く 美しく 明日咲く華よ 君の名を 永遠と呼ぶよ 憧れと呼ぶよ 永遠と呼ぶよ ときめいてときめいて 煌めいて 煌めいて
幸せブギ,夢唄,なんともヤな世の中でもめげずに生きて行こう そのうち何とかなるとも思えないけど何とかしよう 男の子ったらエッチばかりで頭はスカスカ 女の子ったらかっこばかりで中身はハレホレ おやじは疲れはててるおばさん傍若無人 なんてこったいこのままじゃこの国は終わる それでも一生懸命生きている奴いるいる そういうお前が報われないで世の中たまるか いつか本当の時代が来るから必ず来るから こんな馬鹿げた世界が続く訳がない 幸せブギウギ お前の為に歌う さあさ 手を取り踊って 悪魔祓いさ 幸せブギウギ なめんじゃねえって言ってやれ いつまでも やさしい俺だと思うなよ なんともヤな世の中でもめげずに生きて行こう そのうち何とかなるとも思えないけど何とかしよう 「やさしさ」なんて口に出したらみんなでゲラゲラ 「正義」と言おうもんならよってたかってボロボロ 「夢」も「希望」も糞味噌これじゃ ワルがのびのびするはず こんなおかしな時代に誰がした 真面目にやるのが確かに虚しくなってイライラ イジメに襲われ金に使われ心はヘロヘロ みんな悔しいはずだよだからこそ負けちゃいけない パッとここらで革命起こすか 幸せブギウギ お前の為に歌う さあさ 手を取り踊って悪魔祓いさ 幸せブギウギ 俺の為にも歌う さあさ 手を取り歌って幸せ呼び込め なんともヤな世の中でもめげずに生きて行こう そのうち何とかなるとも思えないけど 何とかしよう 幸せブギウギ みんなの為に歌う さあさ 手を取り踊って悪魔祓いさ 幸せブギウギ 世界の為に歌う さあさ 手を取り歌って幸せ呼び込め
Dream〜愛を忘れない〜,夢唄,Dream いつまでも Dream 色褪せることなく Dream 約束しよう Dream 君を忘れない 澄み渡る信濃の空 君の夢の音 白銀の迷宮に 刻む夢の轍よ 時を越えて胸に響く 君の笑顔と涙を 僕は忘れない 君と共にこの空に架けた虹の名前と 五つの色を忘れない Dream いつまでも Dream 色褪せることなく Dream 約束しよう Dream 愛を忘れない はるかなる長野の風 君の夢の色 幻の銀盤に刻む光の階 時を閉じて心に届く 君の勇気と力を僕は忘れない 君と共にこの空に懸けた夢の名前と 五つの色を忘れない Dream いつまでも Dream 色褪せることなく。 Dream 約束しよう Dream 君を忘れない Dream いつまでも Dream 色褪せることなく Dream 約束しよう Dream 愛を忘れない
やすらぎ橋,夢唄,やすらぎ橋を覚えてますか むかしあなたの手を引いて歩いた道を 悲しみはすべて川に流してきた わたしがいつも笑っていられた理由 生きるということはそういうことのよう 気まぐれな風の吹きようで 泣いたり笑ったり 川のほとりに咲いた名もない花は いつも風をうらまずに ゆらりゆらり揺れてた 疲れたときにさがしてごらん しあわせならいつもあなたのポケットにある 切ないときもあきらめないで みつけておくれ あなたのやすらぎ橋 生きるということはそういうことのよう 気まぐれな日差しの照りようで 晴れたり曇ったり 街のほとりに咲いた名もないひとは 今日も風をうらまずに ゆらりゆらり揺れるよ 今日も風をうらまずに ゆらりゆらり揺れるよ
若葉は限りなく生まれつづけて,夢唄,愛の言葉ならばいくつも知っている けれどこの愛だけは 言葉にはならない 若葉は限りなく生まれつづけてゆく そんなふうに君への愛はあふれてくる いつでも君をみつめている 辛いときこそ必ずそばにいるから 忘れないで信じること 君らしく輝くように なにも恐れず いくつも夢を見て幾度も傷ついて けれどもあきらめずに 生きてゆけるように 若葉は限りなく生まれつづけてゆく そんなふうに希望も 生まれつづけている いつでも君を支えている ふりむけばすぐ必ずそこにいるから 鳥のようにまだ見ぬ空へ 羽ばたいて陽射しの中に きっと忘れないで 信じること 君らしく輝くように なにも恐れず 若葉は限りなく生まれつづけてゆく 若葉は限りなく
ゆ・ら・ぎ,夢唄,夢が破れても 夢をうらまない 夢のせいではなく 僕のせいだから 愛が壊れても愛をうらまない 愛のせいではなく 僕のせいだから 強い夢が欲しい 壊れないように 強い愛が欲しい 壊れないように 花が散っても花をうらまない 花のせいではなく 僕のせいだから 君と別れても 君をうらまない 君のせいではなく 僕のせいだから 強い花が欲しい 散らないように 強い君が欲しい 忘れないように 心乱れても心うらまない 心のせいではなく 僕のせいだから 生命なくしても生命うらまない 生命のせいではなく僕のせいだから 強い心が欲しい 乱れないように 強い生命が欲しい 消えないように 消えないように
夢唄,夢唄,夢の在所を 尋ね訪ねてゆく子らに 親はあれども 親は無し 寂し寂しや 友はあれども 友は無し 肩に降り積む冬紅葉 抱きしめて 暖めてやりたいよ 迷い迷って散る花に 夢の在所に 恋はあれども こころころころ 愛はあれども 愛は無し 吹き抜けてゆく虎落笛 情は無し 泣きながら慰めてやりたいよ 夢の在所に辿り疲れた指の皺 日暮れ眺めて道遠し 哀し哀しや言葉木枯らし鎌鼬 吾が育てた子に伐られ あはれあはれと 哭く鳥は あはれあはれと 哭くばかり 生きて生きて 歌うなら 生きて生きて生きて歌え 夢唄 夢唄 負けてたまるかと 夢唄 歌い続けるよ 夢唄聞こえるか 夢唄
流星雨,夢唄,いつか君に会えたら告げたいことがある どんなときも片時も君のこと忘れずにいたと 悲しいときは悲しく 切ないときは切なく いつもいつもずっといつも君に語りかけていたと 愛はひとときのまぼろしの呼び名でなく 永久にめぐり来る季節のようなもの 君に教えられたあの夜空に降りしきった流星雨 ふたり 時を越えたあの一瞬 いつか君に会えたら告げたいことがある どんなときも なにごともあきらめずに生きてきたと 夏が過ぎれば秋の風は必ず訪れ 冬が来れば信じていい いつか必ず春は来る 愛はつかの間の浅い夢のなごりでなく 永久に寄せて返す水辺の波のよう 君に約束したあの夜空を埋め尽くした流星雨 今も愛している 君に逢いたい
ペンギン皆兄弟,シングル,"ペンギン皆兄弟です
にんげん皆兄弟です
それで　ちょと　お願いします　いですか？
嗚呼・厭・嫌・否　ヌクイコワイコワイヌクイCO2
嗚呼・厭・嫌・否　ヌクイ温暖化何だかコワイCO2

ちょとだけで　いです
おつめ合わせ　ください
そしたら　もひとり　座れますです　いです
ちょとだけで　いです
エンジン止めて　ください
そしたら　ペンギン　助かります　いです
大したこと　してくれなくて　いです
あなたにできること　すばらし
ちょとだけで　いです
ちょとだけで　いです
ペンギン皆兄弟です　いです
嗚呼・厭・嫌・否　ヌクイコワイコワイヌクイCO2
嗚呼・厭・嫌・否　ヌクイ温暖化何だかコワイCO2
ちょとだけで　いです
我慢たのみますです
そしたら　いろいろ　ありがたいです　いです
ちょとだけで　いです
クーラー休んでください
そしたら　白熊も助かります　いです
大したこと　してくれなくて　いです
あなたにできること　ありがと
ちょとだけで　いです
ちょとだけで　いです
にんげん皆兄弟です　いです

大したこと　出来なくっても　だいじょぶ
あなたにできること　すばらし
大したこと　してくれなくて　いです
あなたにできること　ありがと
ちょとだけで　いです
ちょとだけで　いです
ペンギン皆兄弟です　いです
ちょとだけで　いです
ちょとだけで　いです
にんげん皆兄弟です　いですね
嗚呼・厭・嫌・否　ヌクイコワイコワイヌクイCO2

「アツイヨネ」「アツイネ〜」
「ナンダカネー」「ナンダカネ」「ココントコネ」
嗚呼・厭・嫌・否　ヌクイ温暖化何だかコワイCO2

「コオリトケチャウネ」「コオリトケルネ」
「トケルヨー」「ココントコネ」
嗚呼・厭・嫌・否　ヌクイコワイコワイヌクイCO2

「セカイジュウガウミニナルヨネ」「オレ、オヨゲヘ〜ン」
「ア、ソウ？」「ソウ」
嗚呼・厭・嫌・否　ヌクイ温暖化何だかコワイCO2

「セキニンシャデテコイ」「デテコイ」
「アツイヨネ」「アツイヨネ」「ココントコネー」
嗚呼〜〜〜〜〜〜CO2！
「CO2」
"
心の時代,心の時代,"いつまでも夢を　追い続けていたい

誰でもがきっと　おんなじだと思う

でも夢まで遠い　果てしなく遠い

眠れない時代を　僕は生きてる

いつまでも君を　愛し続けていたい

それはウソじゃない　　でも少しだけ怖い

愛するって事の　　ホントが判らない

愛せない時代を　僕は生きている

誰か教えてよ

あきらめずに済むやりかたがあるなら

せめて学び方を

生きることの意味と　素晴らしさを

一度きりの生命を　ささやかに生きたい

君とふたりで

いつまでも笑顔　持ち続けていたい

どんなに辛くても　少しもひるまずに

でも笑顔が軽い　悲しいほど軽い

笑えない時代を　僕は生きてる

いつまでも君を　守り続けていたい

それは心から　でも少しだけ怖い

守り続ける事の　ホントが判らない

護れない時代を　僕は生きている

誰か　みつけてよ

誰も傷つけ合わない世界を

心の時代を

生きることの意味と美しさを

一度きりの生命を　ひたすらに生きたい

君とふたりで

いつまでも夢を　追い続けていたい

いつまでも君を　愛し続けていたい"
クリスマス・ローズ,心の時代,"思い出の輪郭が　少しずつほどけてくると

思い出は全て　美しくぼやける　もののようね

久しぶりに　あなたの　故郷を訪ねたら

何故だか　あの頃よりも　暖かくて　泣きそうになるわ

金色の麦畑の中を　ただまっすぐに

一筋の小径が　地平線まで　伸びていたね

ふたりきりで　手をつなぎ　歩いたあの頃

その道は　「永遠」まで　続くと　信じていた

あなたと暮らした　小さな川の

畔の小さな家は

あの頃のまま　時間を止めて

私を　待っていた

見知らぬ人がささやかに暮らしてる　家の庭の

片隅にはあの頃よりも大きく　育った　桜

桜、桜、あなたが　植えた花が　あんなに

綺麗に　咲いているよ　嬉しくて　泣きそうになるわ

雪解けで水かさが増している　小さな川の

跳ね橋の上をゆくひとがそっと私を見ているわ

思い出とは　こうして　振り返るだけでなく

昔を　許すために　少しずつ　育つものらしい

思い出したわ　あの頃そっと

私が植えた花を

桜の下の　木陰のあたり

ほら　まだ咲いてる

まるであなたに　抱きしめられた

あの日の私のように

涙を止めて　時間を止めて

私の　クリスマス・ローズ

忘れないで　居てくれたのね　二人の　クリスマス・ローズ"
驟雨,心の時代,"忘れていた　梔子の香りそよいだ

多分あなたの　心に　気がついていた

受話器置いて　窓をあけて胸をふさいだ

音もなく降る雨の音に　怯えた

何処か遠い町へ行きたい

今すぐ　旅立つ　鳥になりたい

そこであなただけを　想って生きよう

水辺に静かに　咲く花のように

忘れていた　梅の実が青く揺らいだ

子供の頃の自分を　ふと思い出した

少しだけ　父と母に　すまない気がした

音もなく吹く風の音に　疲れた

何処か遠い町へ行きたい

今すぐ　流れる　雲になりたい

そこであなただけを　想って生きよう

水辺に静かに　咲く花のように

忘れていた　紫陽花は色を移した

多分あなたの　心に"
君が選んだひと,心の時代,"そう　約束したね　もしもふたりが
違う道を歩く日が来ても
どんなときにも　助け合えると
それだけは　信じよう
全てを包むような
向日葵のような笑顔が　今日から
僕のものじゃないのは
どこか　とても切ないけれど
君が選んだひとの　笑顔を護れますように
苦しいときこそ　辛いときこそ
その手を　離さないで
そう　白いドレスの　君の笑顔は
僕も見たことがないほどに
この日の為に　とっておきだね
妬けるけど　綺麗だよ
切ないはずなのに
何故か嬉し涙が溢れるよ
僕のことじゃないのに
どこか　とても幸せなんだ
不思議だね　こうして　恋が愛に変わってゆく
苦しいときこそ　辛いときこそ
いつでも　君の味方
生きてゆくことは　辛いことばかり
けれどひとは　独りきりではない
君が選んだひとの　笑顔を護れますように
苦しいときこそ　辛いときこそ
その手を　離さないで
不思議だね　こうして　恋が愛に変わってゆく
君が選んだひとの　笑顔を護れますように

"
秘密,心の時代,"きみにはじめて　くちづけたのは　夏の手前の

俄雨のあと　草の匂いを

運ぶ風と　明日から来る　夏休みの校舎

何処か遠くで　梅雨の終わりの　雷の音が

聞こえた気がして　耳を澄ませば

きみと　ぼくの　胸の鼓動　それとも全て　夢

きらめく一瞬の　ときめきを残して

きみは　気まぐれな風のように　ふいに消え去り

ぼくは　初めての秘密を抱いて独り　立ちつくしていた　午後

次に会えたら　どんな風に　振る舞えばいいか

長い休みを　気もそぞろに

やがて香る　秋風に　尋ねつづけてた日々

第二学期に　けれどもきみは　帰らなかった

ぼくの隣の　きみの机の

広さがぼくの　宇宙を呑み込んだようで

きらめく一瞬の　ときめきを残して

きみは　気まぐれな風のように　ふいに消え去り

ぼくは　初めての秘密を抱いて独り　立ちつくしていた　秋

きみの名前を　胸の奥で　呟いたとき

こみ上げる想いに　涙あふれて

秘密は　永遠に　閉じた

きみにはじめて　くちづけたのは"
神の恵〜A Day of Providence〜,心の時代,"ひとつ忘れてはいけないことは

僕たちは戦争に負けた国に生まれたってこと

どういう意味かは人によって少しずつ違うけれど

この事実だけは　誰にも違わないってこと

魚雷艇に乗っていたハンサムな兵士が

戦勝国のリーダーになった頃のこと

「神の恵み」という名の戦艦が僕の町に来て

白い服を着た大きな人たちが町に溢れた

A Day of Providence　子供達は船に群がり

親切な兵士達に　“give me”と　小声で悲しく歌ってた

A Day of Providence　ポケットはチョコレートで膨らみ

ひきかえに　こころは　しぼんでいったよ　青い空だった

あの爆弾をこの町に落とした人が

今度は僕たちの国を護っていると聞かされて

僕には　どういう意味だか　呑み込めなかったんだ

そう、もう少し大人になる迄は

何故そうなったのかは判らないんだけれど

僕が大人になるにつれて　この国はひどくなった

「わがまま」と「自由」との境目がどんどんぼやけてゆき

「おとな」が「こども」になり　「子供」が「大人」になった

国を語れば“left”からブーイング

平和を歌えば“right”からクレーム

こんな風に僕の言葉は　怪しげに変わって行く

美しい言葉は　この国の誇りだったのに

A Day of Providence　自由になったはずだった

親切な白い人が“trust me”と　小声で優しく歌ってた

A Day of Providence　大人達は誇りを失い

ひきかえにチョコレートを　神棚に飾った

これからの子供達に伝えてゆこう

僕たちの間違いを繰り返さぬように

二度と戦わないという強い意志と共に

二度と魂を売り渡さない勇気を

これからの子供達に伝えてゆこう

これからの大人達に伝えてゆこう

間違いをただすために未来はあるのだと

未来こそが「神の恵み」そのものだということを

A Day of Providence　この美しい季節の中で

本当の僕たちの笑顔を　作り直せばいい

A Day of Providence　この美しい星に生まれて

いつの日か永遠の平和を君が手にするために

いつの日か永遠の笑顔を君が抱きしめるために"
不器用な花,心の時代,"君が選んだ花は　名もない花で

一番好きだと思ったから　選んだ

誰にあげよかちょっと迷ったが

野辺の地蔵さんにちょっとあげた

君が選んだ夢は　途方もない夢で

一番遠いと思ったから　選んだ

少し無理かとちょっとひるんだが

駄目で元々と歩き出す

くよくよするな　笑いとばせ

夜は悩まずに寝るが良い

明日　拓ける　道もあろう

明けない夜などあるものか

そのうちきっと　報われるだろう

不器用に咲く君の花が良い

君が選んだ人は　優しい人で

一番好きだと思ったから　選んだ

誰に告げよかちょっと照れたので

水辺の蜻蛉にちょっと告げた

君が選んだ道は　険しい道で

一番綺麗と思ったから　選んだ

少しきついとちょっと疲れるが

いずこも同じだと汗をかく

がっかりするな　笑いとばせ

なんとかなるさと言い聞かせ

一所懸命　暮らしてる

止まない雨などあるものか

必ずいつか　報われるだろう

不器用に咲く君の花が良い

不器用に咲く君の花が良い"
こころとからだ,心の時代,"愛することは楽しいと

大声で歌うひとがいる

愛することは悲しいと

小声で呟くひとがいる

どちらも多分　間違いでしょう

どちらも多分　本当でしょう

私のこころにも背中合わせの

ふたりが　棲んでいる

ましてやあなたに　焦がれる夜には

からだのままに生きるなら

必ずこころが邪魔になる

こころのままに生きるなら

いつでもからだが邪魔になる

不思議ですね　からだはここで

こころはいつも　あなたのところへ

いつかふたつがひとつに

なる日が来るとは　思えなくて

なおさらあなたに　焦がれる夜には"
都府楼,心の時代,"はじめは「逢初め川」といい

出会って「思い川」という

大宰府の秋はいにしえ川の　白鷺と銀杏黄葉

朱の楼門　朱の橋　池の水面に　空の青

白い手を合わせて君は　ため息で歌うように

人の心が　いつまでも　変わらない　ものなら

人の世の　哀しみの多くは　消えると言った

きっと

千年あとまでも　想い続けると

樟の葉の緑に　恋を託したと

秋思う祭りの宵に　独り来て恋を訪ねる

大宰府の色は観世音寺の　白萩と尾花　鐘の音

ぼくの心の鷽の鳥　まことに替える間もあらで

あの恋にほふったものは　君の手とあの真心と

人の心の　移ろいは　生きて行く　術なら

人の世の　哀しみの多くは　そこで生まれる

いまさらに

切なくて切なくて　君を歌えば

君の言葉だけが　真実になる

千年あとまでも　想い続けると

樟の樹の生命に　恋を託したと

月山に　刻を尋ねる　神官の　白衣は白く

篝火は　赤々と燃え　果てしなく　赤々と燃え

千年変わらない　月の光が

都府楼の甍を　闇に浮かべた

千年あとまでも　想い続けると

あの月の光に　恋を託した"
航跡,心の時代,"もうすぐ　この海を　よぎるように

遠い国へ　船が　出て行く

少し前に　日は落ちて

夕闇が僕らを　抱きすくめた

丘の上に　風が戻り　疲れた二人を癒すように

天主堂の　鐘の音が　遠く響く

ひたむきに　思い続けたなら

いつか　願いは　叶うと　信じている

君のことも　僕の夢も

もう少しだけ　頑張って　みようか

もう少しだけ

海原に　道のりを　示すように

金色に　月の河が流れる

僕たちは　孤独ではない

見上げれば　空には銀河の道

君とならば　ふたりならば　嵐の海さえ越えられるはず

もう少しだけ　あと少しだけ　夢を捨てないで

ひたすらに　思い続けたなら

いつか　願いは　叶うと　信じていい

どこまでも　この海を　越えて行こう　君とふたりで"
白夜の黄昏の光,心の時代,"ネナナの町のアイス・クラシックが終わり

アラスカに遅い　春が帰るけれど

なぜかあなたひとりだけが　帰らない

あなたが愛した　北の大地にも

ユーコン川を　埋め尽くしながら

鮮やかな魚たちが　すぐに帰るのに

楽しそうに氷河の軋む音を語りながら

竜巻のように舞うオーロラを歌うように写した

あなたは風のような物語を駆け抜けるように

白夜の黄昏の光の中に帰っていった

あなたの残した　美しい写真を

いつか懐かしむ　勇気が持てるのかしら

ザトウクジラや白熊の親子やツノ鹿やそれから

白い息を吐く　あなた自身の笑顔

地の果てと思う　どんな土地にでも

必ず人々の　生活がある

誰もがただ一度の　かけがえのない生命を生きてる

弱い者には　弱い者なりの

生きる術がきっと　あるのだよと

あなたの眼差しは　どんなときにも暖かだった

何十年かもう少し早く生まれていたら

冒険者はいつの時代も　そんな風に呟くのかしら

あなたは風のような物語を駆け抜けるように

白夜の黄昏の光の中に帰っていった

極北の大地を　埋め尽くしたカリブー

マッキンレーの　山頂を雲がゆく

アラスカ鉄道が　あなたまでつながればいいのに

まだあなたは　夢に来てくれない

人生のブリザードを少しも怖れることなく

自分とは誰なのかを知るために生きぬいて

あなたは風のような物語を駆け抜けるように

白夜の黄昏の光の中に帰っていった

あなたの残した　美しい写真に

包まれながら　生きているけれど

内緒だけど一番好きな写真はほかの人が撮った

子供とあなたと私の　一枚の笑顔

ネナナの町のアイス・クラシックが終わり

アラスカに遅い　春が帰るけれど

なぜかあなたひとりだけが　帰らない"
素晴らしき夢,季節の栖,素晴らしい夢を見よう 君と 一度きりの人生だから この星に生まれたことさえ しあわせなのに 何故か消えぬ諍い 生命が愛しい 今こそ 素晴らしい夢を持とう 君と 一度きりの人生だから いつの日かすべての人が笑顔で生きる日が来る 強い夢か 必ず叶うよ 未来へ 素晴らしい夢を見よう 君と 一度きりの人生だから 素晴らしい夢を見よう 君と 一度きりの人生だから
空っぽの客席,季節の栖,もうあの駅で君を二度と待てないの 雨に濡れた君の髪を拭けないの もうできないの 君を笑わせることも 眠れないの君のあのぬくもりで 君のいない夜はまるで 空っぽの客席に唄うようで ぼくは君のこと 一所懸命 愛したよね ふたりのために吐いた嘘は言えないの ふたりだけの秘密は 二度とつくれないの もういらないよ 何も　ひとり生きるなら 青空も雨の日も 春も夏も秋も冬も あの日の鎖につながれたまま 心はどこにも逃げ出せない ぼくは君のこと 一所懸命 愛したよね 每日 ふたりだけなのに 毎日が新しかった 君のいない夜はまるで 空っぽの客席に唄うようで ぼくは君のこと 一所懸命 愛したよね こたえてください ぼくからの愛を感じていたと
JONAH,季節の栖,こんなに長い間 唄いながら生きてきた 僕の作る歌は全てきみへの愛だった 今日も(JONAH) 旅から旅へと そうさ 夢から夢へと 愛の(JONAH) 歌しか歌えないし いつの日か僕の歌を誰もがふと口ずさむ日が 必ず来るからね 信じているんだ もしも (JONAH) 叶わなくていい それでも君を愛してる 愛の(JONAH) 辛いのは分かってる まず明日まで生きよう 每日 明日を信じて唄おう いつまでもきみへの愛を 死ぬまで きみへの愛を
歌紡ぎの小夜曲,季節の栖,愛の歌をあのひとに 届けたい 疲れ果て笑顔さえ 忘れたひとに 鳥のように飛べたなら 小夜曲 満月の窓辺からあなたの夢に 言葉に出来ない 片思いを ささやか 歌にして紡いでいます どうかあなたの元気 明日の朝生まれるよう 恋の夢をあのひとに 伝えたい 傷ついた数だけ強くなれると ギターのように歌えたら 小夜曲 満月の窓辺まで聴きに来てね 言葉にならない 片思いを 今日も又歌にして紡いでいます いつかあなたの胸に届けと 小夜曲 言葉に出来ないこの想いを いつの日も歌にして紡いでいます いつかあなたの胸で眠れますように 小夜曲
星座の名前,季節の栖,父さんは指さして 星座の名前を教えてくれた 大きな心を持つように 母さんは抱きしめて 花の名前を教えてくれた 優しい心を持つように 忘れない どんなに 遠く離れていても 僕を育てた碧い海 緑豊かな島影 ふるさと わらべうた歌うとき お下げ髪して 蓮華を摘んだ 幼なじみを 思い出す あの人も あの友も 祭囃子の あの音も 夕焼け空もそこに在る 忘れない どんなに 遠く離れていても 君を育てた蒼い空 澄んだ川のせせらぎ ふるさと 忘れない どんなに 遠く離れていても 僕を育てた碧い海 緑豊かな島影 ふるさと ふるさと ふるさと
